Date,Open,High,Low,Close,Adj Close,Volume,daily_change,30d_ma,30d_volatility,daily_range,P/E,30d_avg_volume
2022-01-31,170.160004,175.0,169.509995,174.779999,173.771469,115541600,0.026125737965998486,171.92666673333332,6.550905817914443,5.4900049999999965,1.0058037720795237,100110123.33333333
2022-02-01,174.009995,174.839996,172.309998,174.610001,173.602463,86213900,-0.0009726398957125015,172.04233346666666,6.567151056291518,2.529998000000006,1.0058037079808022,96469496.66666667
2022-02-02,174.75,175.880005,173.330002,175.839996,174.825348,84914300,0.007044241412036856,172.24533333333332,6.587940645491518,2.550003000000004,1.005803780811007,95716670.0
2022-02-03,174.479996,176.240005,172.119995,172.899994,171.902313,89418100,-0.01671975697724659,172.24233296666668,6.587610291266469,4.120010000000008,1.0058037671662976,95657743.33333333
2022-02-04,171.679993,174.100006,170.679993,172.389999,171.613632,82465400,-0.0029496530809596244,172.13399963333333,6.556458407393106,3.4200130000000115,1.004523923833743,95335413.33333333
2022-02-07,172.860001,173.949997,170.949997,171.660004,170.886917,77251200,-0.00423455539320472,171.9799998,6.509809948071777,3.0,1.0045239683269607,95631900.0
2022-02-08,171.729996,175.350006,171.429993,174.830002,174.042633,74829200,0.018466724491047026,171.79666646666666,6.3418228199433715,3.9200130000000115,1.0045240007372218,95628886.66666667
2022-02-09,176.050003,176.649994,174.899994,176.279999,175.486115,71285000,0.008293753837513629,171.69633333333334,6.242212001965641,1.75,1.0045239134731543,95366910.0
2022-02-10,174.139999,175.479996,171.550003,172.119995,171.344833,90865900,-0.02359884288404157,171.45433300000002,6.072478513849343,3.929992999999996,1.004523988184692,96317476.66666667
2022-02-11,172.330002,173.080002,168.039993,168.639999,167.880524,98670700,-0.020218429590356468,171.13566640000002,5.956002202176731,5.040008999999998,1.004523901771953,97614066.66666667
2022-02-14,167.369995,169.580002,166.559998,168.880005,168.119431,86185500,0.0014231854923103526,170.84599966666667,5.842516491471356,3.020004,1.0045240100770982,98351506.66666667
2022-02-15,170.970001,172.949997,170.25,172.789993,172.011826,62527400,0.02315246260207071,170.53866626666664,5.4653317196072715,2.699996999999996,1.0045239156986798,96952823.33333333
2022-02-16,171.850006,173.339996,170.050003,172.550003,171.772919,61177400,-0.0013889114516024703,170.30033313333334,5.201581614679622,3.2899930000000097,1.004523902862709,95681723.33333333
2022-02-17,171.029999,171.910004,168.470001,168.880005,168.119431,69589300,-0.02126918537347111,170.0990000333333,5.13304730875091,3.44000299999999,1.0045240100770982,94850113.33333333
2022-02-18,169.820007,170.539993,166.190002,167.300003,166.546555,82772700,-0.009355767131816517,169.94233346666667,5.144737239590274,4.349991000000017,1.0045239482738024,94379070.0
2022-02-22,164.979996,166.690002,162.149994,164.320007,163.579971,91162800,-0.01781228898125009,169.6806671,5.226508373830052,4.540008,1.0045240012910872,94527526.66666667
2022-02-23,165.539993,166.149994,159.75,160.070007,159.349121,90009200,-0.025864166376283082,169.27666726666666,5.4877507911495895,6.399993999999992,1.0045239408631568,93968980.0
2022-02-24,152.580002,162.850006,152.0,162.740005,162.007095,141147500,0.01668018918747216,168.86533403333337,5.5002202536561215,10.850006000000008,1.0045239376707544,96135953.33333333
2022-02-25,163.839996,165.119995,160.869995,164.850006,164.10759,91974200,0.012965472134525369,168.50933426666668,5.398669336063756,4.25,1.0045239589466888,96708253.33333333
2022-02-28,163.059998,165.419998,162.429993,165.119995,164.376373,95056600,0.0016377858063285622,168.27366736666667,5.38675715407765,2.9900049999999965,1.004523898334221,97059946.66666667
2022-03-01,164.699997,166.600006,161.970001,163.199997,162.465027,83474400,-0.011627895216445472,167.94466703333333,5.385124616764794,4.630005000000011,1.0045238659271574,97161066.66666667
2022-03-02,164.389999,167.360001,162.949997,166.559998,165.809891,79724800,0.02058824180002894,167.8366668666667,5.379118511003399,4.410004000000015,1.0045238977932867,96786670.0
2022-03-03,168.470001,168.910004,165.550003,166.229996,165.481369,76678400,-0.0019812800430029087,167.83666686666666,5.379118511003399,3.3600009999999827,1.004523935259443,96182116.66666667
2022-03-04,164.490005,165.550003,162.100006,163.169998,162.43515,83737200,-0.018408217972886276,167.79200029999998,5.413150533477276,3.449996999999996,1.004523946941287,95926006.66666667
2022-03-07,163.360001,165.020004,159.039993,159.300003,158.582596,96418800,-0.023717564793988566,167.68833360000002,5.547877794547615,5.98001099999999,1.0045238696937462,95045003.33333333
2022-03-08,158.820007,162.880005,155.800003,157.440002,156.730957,131148300,-0.01167608892009886,167.54900050000003,5.754190822140104,7.0800020000000075,1.0045239626782858,94006793.33333333
2022-03-09,161.479996,163.410004,159.410004,162.949997,162.216156,91454900,0.034997427146882254,167.6546671,5.634466393012968,4.0,1.0045238465643336,93195343.33333333
2022-03-10,160.199997,160.389999,155.979996,158.520004,157.806107,105342000,-0.02718621099452978,167.61566716666667,5.695217850082729,4.410002999999989,1.0045238870254876,93097566.66666667
2022-03-11,158.929993,159.279999,154.5,154.729996,154.033157,96970100,-0.02390870492281849,167.46600033333334,5.975556504571509,4.779999000000004,1.004523954540515,92264750.0
2022-03-14,151.449997,154.119995,150.100006,150.619995,149.941666,108732100,-0.026562406167192076,166.80900010000002,6.690566961147875,4.019988999999981,1.0045239526683662,89891296.66666667
2022-03-15,150.899994,155.570007,150.380005,155.089996,154.391525,92964300,0.029677341311822758,166.15266666666668,6.845642782210227,5.190001999999993,1.004524024229957,89138720.0
2022-03-16,157.050003,160.0,154.460007,159.589996,158.871277,102300200,0.02901541115521078,165.65199983333332,6.754421417475061,5.53999300000001,1.0045239077419892,89674930.0
2022-03-17,158.610001,161.0,157.630005,160.619995,159.896637,75615400,0.00645403236929698,165.14466646666668,6.530692111664108,3.3699949999999887,1.004523910030703,89364966.66666667
2022-03-18,160.509995,164.479996,159.759995,163.979996,163.241501,123511700,0.02091894598801347,164.84733319999998,6.366418860915098,4.720000999999996,1.00452394149451,90501420.0
2022-03-21,163.509995,166.350006,163.009995,165.380005,164.635208,95811400,0.008537681632825533,164.61366673333333,6.206674148579037,3.340011000000004,1.004523922975212,90946286.66666667
2022-03-22,165.509995,169.419998,164.910004,168.820007,168.059708,81532000,0.02080059194580386,164.51900016666664,6.11649801881417,4.509994000000006,1.0045239814411673,91088980.0
2022-03-23,167.990005,172.639999,167.649994,170.210007,169.443466,98062700,0.008233621267412783,164.36500033333334,5.902349660474542,4.9900049999999965,1.0045238746473706,91863430.0
2022-03-24,171.059998,174.139999,170.210007,174.070007,173.286057,90131400,0.022677867582721056,164.2913339333333,5.760601539887645,3.9299919999999986,1.0045240223799425,92491643.33333333
2022-03-25,173.880005,175.279999,172.75,174.720001,173.933136,80546200,0.0037340953286684186,164.3780008,5.9003074182231146,2.5299990000000037,1.0045239510888828,92147653.33333333
2022-03-28,172.169998,175.729996,172.0,175.600006,174.809174,90371900,0.00503665862501923,164.61000103333333,6.202750363432075,3.729996,1.0045239730953708,91871026.66666667
2022-03-29,176.690002,179.009995,176.339996,178.960007,178.154037,100589400,0.019134401396318834,164.9460011,6.695474812769946,2.66999899999999,1.0045240063799397,92351156.66666667
2022-03-30,178.550003,179.610001,176.699997,177.770004,176.969406,92633200,-0.006649547124794153,165.11200146666667,6.953422039901387,2.910004000000015,1.0045239344929484,93354683.33333333
2022-03-31,177.839996,178.029999,174.399994,174.610001,173.823639,103049300,-0.01777579416603936,165.18066806666667,7.039051021343591,3.6300050000000113,1.0045239071309515,94750413.33333333
2022-04-01,174.029999,174.880005,171.940002,174.309998,173.524963,78751300,-0.001718131826824787,165.36166783333334,7.205303800746722,2.9400030000000186,1.0045240464912244,95055813.33333333
2022-04-04,174.570007,178.490005,174.440002,178.440002,177.636368,76468400,0.023693442988852453,165.73300113333332,7.585659591570993,4.050003000000004,1.0045240398069837,94845670.0
2022-04-05,177.5,178.300003,174.419998,175.059998,174.271591,73401800,-0.01894196347296606,166.09100083333337,7.767918365614255,3.8800050000000113,1.0045240133258437,94253636.66666667
2022-04-06,172.360001,173.630005,170.130005,171.830002,171.056152,89058800,-0.01845079422427509,166.48300066666667,7.750305817949543,3.5,1.0045239530467165,94221956.66666667
2022-04-07,171.160004,173.360001,169.850006,172.139999,171.364746,77594700,0.0018040912319838842,166.79633379999999,7.783705907302391,3.5099950000000035,1.004523993517313,92103530.0
2022-04-08,171.779999,171.779999,169.199997,170.089996,169.323975,76575500,-0.011908928848082367,166.97100013333332,7.797305062366328,2.5800020000000075,1.00452399608502,91590240.0
2022-04-11,168.710007,169.029999,165.5,165.75,165.003525,72246700,-0.025515880428382265,166.9920003,7.792995112642609,3.5299990000000037,1.0045239942601227,90829910.0
2022-04-12,168.020004,169.869995,166.639999,167.660004,166.904938,79265200,0.011523402714932018,167.1406672,7.760635186512211,3.229996,1.0045239284651961,90689603.33333333
2022-04-13,167.389999,171.039993,166.770004,170.399994,169.632568,70618900,0.016342538080817537,167.2686670666667,7.782364705646727,4.26998900000001,1.0045240487074392,90386073.33333333
2022-04-14,170.619995,171.270004,165.039993,165.289993,164.545593,75329400,-0.02998826983526759,167.23733363333335,7.788580659275597,6.23001099999999,1.0045239740939158,90341106.66666667
2022-04-18,163.919998,166.600006,163.570007,165.070007,164.326599,69023900,-0.0013309093672718708,167.30066726666666,7.7620460842425585,3.0299990000000037,1.0045239663239183,89850663.33333333
2022-04-19,165.020004,167.820007,163.910004,167.399994,166.646103,67723800,0.014115144491391396,167.57066696666666,7.613607747283324,3.9100030000000174,1.004523904168344,88894163.33333333
2022-04-20,168.759995,168.880005,166.100006,167.229996,166.476852,67929800,-0.0010155197496601875,167.89700010000004,7.370337917623107,2.7799990000000037,1.0045240163479303,86786880.0
2022-04-21,168.910004,171.529999,165.910004,166.419998,165.670517,87227800,-0.004843616691828423,168.01266679999998,7.317060559112714,5.619995000000017,1.004523925038515,86645976.66666667
2022-04-22,166.460007,167.869995,161.5,161.789993,161.061356,84882400,-0.027821205718317477,168.12166643333333,7.194098338294888,6.369994999999989,1.0045239715975074,85963990.0
2022-04-25,161.119995,163.169998,158.460007,162.880005,162.146454,96046400,0.006737202838002387,168.3933334,6.814843245835557,4.709991000000002,1.004524002726572,85933200.0
2022-04-26,162.25,162.339996,156.720001,156.800003,156.093842,95623200,-0.03732810543565501,168.59933366666667,6.335616982939011,5.619995000000017,1.0045239516879854,85496236.66666667
2022-04-27,155.910004,159.789993,155.380005,156.570007,155.864883,88063200,-0.0014668111964257768,168.64866736666667,6.231706235394372,4.4099879999999985,1.0045239439855096,85332866.66666667
2022-04-28,159.25,164.520004,158.929993,163.639999,162.90303,130216800,0.04515546837779727,168.78366746666669,6.070480287171855,5.590011000000004,1.0045239735565383,86263420.0
2022-04-29,161.839996,166.199997,157.25,157.649994,156.940002,131747600,-0.0366047728954092,168.68466743333335,6.230321581097164,8.949996999999996,1.0045239708866578,88134493.33333333
2022-05-02,156.710007,158.229996,153.270004,157.960007,157.248627,123055300,0.0019664637602205826,168.48400113333335,6.4790556525295555,4.959992,1.0045239186730706,88119280.0
2022-05-03,158.149994,160.710007,156.320007,159.479996,158.761765,88966500,0.009622619224118,168.28733416666668,6.663445525533163,4.389999999999986,1.0045239544924434,87891116.66666667
2022-05-04,159.669998,166.479996,159.259995,166.020004,165.272308,108256500,0.041008328091505675,168.19400073333333,6.675326141392183,7.220000999999996,1.0045240246781089,88781933.33333333
2022-05-05,163.850006,164.080002,154.949997,156.770004,156.06398,130525300,-0.05571617743124502,167.74600063333335,6.9794320763241116,9.130005000000011,1.0045239394766172,89864020.0
2022-05-06,156.009995,159.440002,154.179993,157.279999,156.801712,116124600,0.003253141461934339,167.1863337,7.126466001650979,5.260008999999997,1.0030502664409684,90730460.0
2022-05-09,154.929993,155.830002,151.490005,152.059998,151.597595,131577900,-0.033189223252728994,166.43100026666664,7.491933693036031,4.339997000000011,1.003050200103768,92431516.66666667
2022-05-10,155.520004,156.740005,152.929993,154.509995,154.040131,115366700,0.016112041511403996,165.72799990000001,7.590730414013372,3.8100120000000004,1.0030502700624164,93264676.66666667
2022-05-11,153.5,155.449997,145.809998,146.5,146.054504,142689800,-0.05184127408715533,164.64599966666668,7.94477640457174,9.639998999999989,1.0030502037787208,94668023.33333333
2022-05-12,142.770004,146.199997,138.800003,142.559998,142.12648,182602000,-0.026894211604095553,163.4723328,8.519130305907424,7.399993999999992,1.0030502268120622,97666983.33333333
2022-05-13,144.589996,148.100006,143.110001,147.110001,146.662659,113990900,0.031916407574584804,162.55566613333335,8.755612524248527,4.9900049999999965,1.0030501424360514,98031703.33333333
2022-05-16,145.550003,147.520004,144.179993,145.539993,145.097427,86643800,-0.010672340352985255,161.59666596666665,8.996053051251986,3.340011000000004,1.0030501298965142,98294786.66666667
2022-05-17,148.860001,149.770004,146.679993,149.240005,148.786179,78336300,0.025422647917813013,160.62333273333334,8.685119891867567,3.090011000000004,1.003050189224901,98357050.0
2022-05-18,146.850006,147.360001,139.899994,140.820007,140.391785,109742900,-0.0564191752740828,159.4819997,8.96772583295555,7.460007000000019,1.0030501927160482,99568420.0
2022-05-19,139.880005,141.660004,136.600006,137.350006,136.932327,136095600,-0.024641392043106447,158.3326665,9.52294157689927,5.059997999999979,1.0030502585412138,101136313.33333333
2022-05-20,139.089996,140.699997,132.610001,137.589996,137.171585,137426100,0.001747287874162895,157.18099973333335,9.878105239395744,8.089995999999985,1.0030502745885748,103130693.33333333
2022-05-23,137.789993,143.259995,137.649994,143.110001,142.674805,117726300,0.0401192322151096,156.2816665666667,9.890466930327944,5.610001000000011,1.0030502652518083,104502386.66666667
2022-05-24,140.809998,141.970001,137.330002,140.360001,139.933167,104132700,-0.019215987567493653,155.43533326666667,10.135598653140477,4.639998999999989,1.0030502704194497,105565253.33333333
2022-05-25,138.429993,141.789993,138.339996,140.520004,140.092697,92482700,0.0011399472703053082,154.53066660000002,10.217720005022525,3.449996999999996,1.0030501732720587,106005836.66666667
2022-05-26,137.389999,144.339996,137.139999,143.779999,143.342758,90601500,0.023199508306305017,153.6433334333333,9.944280557162756,7.199997000000025,1.0030503180355996,106671923.33333333
2022-05-27,145.389999,149.679993,145.259995,149.639999,149.184952,90978500,0.0407567119262533,153.12166696666665,9.720207690127756,4.4199979999999925,1.0030502205074945,107193560.0
2022-05-31,149.070007,150.660004,146.839996,148.839996,148.38739,103718400,-0.005346184211081018,152.5806666,9.48097936787848,3.820007999999973,1.0030501648421744,108350043.33333333
2022-06-01,149.899994,151.740005,147.679993,148.710007,148.257782,74286600,-0.0008733472419605315,151.9576670333333,9.079164876525065,4.060012,1.00305026146958,108568803.33333333
2022-06-02,147.830002,151.270004,146.860001,151.210007,150.750183,72348100,0.016811242568228746,151.42366739999997,8.608868935291982,4.410002999999989,1.0030502384199427,108716080.0
2022-06-03,146.899994,147.970001,144.460007,145.380005,144.937912,88570300,-0.03855566252304965,150.7223343,8.191976701862826,3.509994000000006,1.0030502233259715,108760830.0
2022-06-06,147.029999,148.570007,144.899994,146.139999,145.695602,71598400,0.005227637734638746,150.2006678333333,7.95783421597785,3.6700130000000115,1.0030501744314835,108318030.0
2022-06-07,144.350006,149.0,144.100006,148.710007,148.257782,67808200,0.017585931419090928,149.72833456666666,7.591397477432458,4.899993999999992,1.00305026146958,107376756.66666667
2022-06-08,148.580002,149.869995,147.460007,147.960007,147.510071,53950200,-0.005043372770468624,149.4336680333333,7.478160826646921,2.4099879999999985,1.0030502052975079,105987656.66666667
2022-06-09,147.080002,147.949997,142.529999,142.639999,142.206238,69473000,-0.035955716060489196,148.96933443333333,7.452197605639194,5.4199979999999925,1.0030502248431603,105367983.33333333
2022-06-10,140.279999,140.759995,137.059998,137.130005,136.712997,91437900,-0.03862867385465962,148.08566796666668,7.220749687234836,3.699996999999996,1.003050244008622,104075353.33333333
2022-06-13,132.869995,135.199997,131.440002,131.880005,131.478958,122207100,-0.038284837807743055,147.22666833333332,7.568191885235645,3.7599950000000035,1.0030502751626615,103757336.66666667
2022-06-14,133.130005,133.889999,131.479996,132.759995,132.356277,84784300,0.006672656707891411,146.38666793333334,7.732511708143407,2.410002999999989,1.003050236899607,102481636.66666667
2022-06-15,134.289993,137.339996,132.160004,135.429993,135.018158,91533000,0.020111465053911592,145.58500116666667,7.573305614005563,5.179992000000027,1.003050219363828,102567186.66666667
2022-06-16,132.080002,132.389999,129.039993,130.059998,129.66449,108123900,-0.039651445599646395,144.3863343,7.055509206140483,3.350005999999979,1.0030502414346443,102562766.66666667
2022-06-17,130.070007,133.080002,129.809998,131.559998,131.159927,134520300,0.011533138728788916,143.54600076666668,7.03096821900902,3.270004,1.003050253298784,102695933.33333333
2022-06-21,133.419998,137.059998,133.320007,135.869995,135.456833,81000500,0.03276069523807679,142.83233396666668,6.665970340464879,3.7399910000000034,1.0030501377512642,101525130.0
2022-06-22,134.789993,137.759995,133.910004,135.350006,134.938416,73409200,-0.003827106934095159,142.27533423333335,6.565709363728096,3.849991000000017,1.0030502062511244,99586173.33333333
2022-06-23,136.820007,138.589996,135.630005,138.270004,137.849533,72433800,0.021573682087609125,141.7340012,6.180369776440863,2.9599910000000023,1.0030502170798068,98155076.66666667
2022-06-24,139.899994,141.910004,139.770004,141.660004,141.229218,89116800,0.024517248151666893,141.572668,6.114488237006141,2.1399999999999864,1.0030502611718772,96369310.0
2022-06-27,142.699997,143.490005,140.970001,141.660004,141.229218,70207900,0.0,141.5426682,6.111684211190389,2.520004,1.0030502611718772,92622840.0
2022-06-28,142.130005,143.419998,137.320007,137.440002,137.022064,67083400,-0.02978965043654802,141.2203349,6.062739638423704,6.099990999999989,1.0030501511055911,91059256.66666667
2022-06-29,137.460007,140.669998,136.669998,139.229996,138.80661,66242400,0.013023821114321654,141.01000166666665,6.016994170367137,4.0,1.0030501861546794,90379210.0
2022-06-30,137.25,138.369995,133.770004,136.720001,136.304245,98964500,-0.018027688516201623,140.5926682,5.858587804188079,4.599990999999989,1.0030502058098043,91066816.66666667
2022-07-01,136.039993,139.039993,135.660004,138.929993,138.507507,71051600,0.0161643650075749,140.52966773333335,5.866216000728124,3.3799890000000232,1.0030502751016954,89777106.66666667
2022-07-05,137.770004,141.610001,136.929993,141.559998,141.129517,73353800,0.01893043354576429,140.67000079999997,5.837815916226697,4.680008000000015,1.0030502548945874,87685713.33333333
2022-07-06,141.350006,144.119995,141.080002,142.919998,142.485397,74064300,0.009607233817564564,140.84766753333332,5.821931896653069,3.0399929999999813,1.003050144149158,85573653.33333333
2022-07-07,143.289993,146.550003,143.279999,146.350006,145.904968,66253700,0.02399949655750766,140.95566770000002,5.894940829383609,3.270004,1.0030501908612188,83857900.0
2022-07-08,145.259995,147.550003,145.0,147.039993,146.59285,64547800,0.004714635952935975,141.1783341,5.9969425538874095,2.550003000000004,1.0030502374433679,82538403.33333333
2022-07-11,145.669998,146.639999,143.779999,144.869995,144.429443,63141600,-0.014757876110617185,141.3233338,6.032956883920768,2.859999999999985,1.003050292176229,81560366.66666667
2022-07-12,145.759995,148.449997,145.050003,145.860001,145.416443,77588800,0.0068337546363552715,141.39266719999998,6.073976218267115,3.3999939999999924,1.0030502602790252,81126610.0
2022-07-13,142.990005,146.449997,142.119995,145.490005,145.047577,71185600,-0.0025366515663195477,141.25433406666667,5.925101598013974,4.3300020000000075,1.0030502267542187,80466846.66666667
2022-07-14,144.080002,148.949997,143.25,148.470001,148.018509,78140700,0.020482479191611835,141.24200090000002,5.909131036451922,5.699996999999996,1.0030502401561145,79614256.66666667
2022-07-15,149.779999,150.860001,148.199997,150.169998,149.713348,76259900,0.011450104321074184,141.29066726666667,5.978363353545495,2.660004000000015,1.0030501622340313,79680033.33333333
2022-07-18,150.740005,151.570007,146.699997,147.070007,146.622772,81420900,-0.020643211302433295,141.15266726666667,5.7861909638423,4.870010000000008,1.0030502424275543,79982460.0
2022-07-19,147.919998,151.229996,146.910004,151.0,150.540817,82982400,0.026721920262096743,141.34000043333333,6.014255869987718,4.319992000000013,1.0030502225851479,79796196.66666667
2022-07-20,151.119995,153.720001,150.369995,153.039993,152.574615,64823400,0.013509887417218591,141.57000023333333,6.327906934559173,3.3500060000000076,1.0030501666348626,79570363.33333333
2022-07-21,154.5,155.570007,151.940002,155.350006,154.877594,65086600,0.015094178683084492,141.79133353333333,6.691912227126714,3.6300050000000113,1.0030502281692213,79479643.33333333
2022-07-22,155.389999,156.279999,153.410004,154.089996,153.621414,66675400,-0.00811078179166591,141.9956665,6.974389098705461,2.869995000000017,1.0030502388163152,79903816.66666667
2022-07-25,154.009995,155.039993,152.279999,152.949997,152.484894,53623900,-0.007398267438465056,142.3393331,7.25558045891553,2.759994000000006,1.003050157873343,79375513.33333333
2022-07-26,152.259995,153.089996,150.800003,151.600006,151.139008,55138700,-0.008826355191101976,142.82166646666664,7.377280091926812,2.2899930000000097,1.0030501589635947,78165540.0
2022-07-27,152.580002,157.330002,152.160004,156.789993,156.313202,78620700,0.03423474138912641,143.6519994,7.504054518249108,5.169998000000021,1.0030502286044913,76712660.0
2022-07-28,156.979996,157.639999,154.410004,157.350006,156.871521,81378700,0.0035717394285488258,144.47166643333333,7.615452067933538,3.2299950000000024,1.0030501712289766,76599140.0
2022-07-29,161.240005,163.630005,159.5,162.509995,162.015808,101786900,0.03279306516200564,145.37433316666664,8.09649438365206,4.130005000000011,1.0030502393939238,76940936.66666667
2022-08-01,161.009995,163.589996,160.889999,161.509995,161.01886,67829400,-0.006153467668250201,146.4226664,8.081276917687497,2.6999970000000246,1.0030501706446067,75597786.66666667
2022-08-02,160.100006,162.410004,159.630005,160.009995,159.523407,59907000,-0.009287350915960335,147.37099963333333,7.94515808063647,2.7799989999999752,1.0030502608310015,73110676.66666667
2022-08-03,160.839996,166.589996,160.75,166.130005,165.624817,82507500,0.0382476732156638,148.37966663333333,8.345441605486107,5.8399960000000135,1.003050195068291,73160910.0
2022-08-04,166.009995,167.190002,164.429993,165.809998,165.305786,55474100,-0.0019262444493395314,149.3949997,8.555826468816905,2.7600089999999966,1.0030501775660774,72563073.33333333
2022-08-05,163.210007,165.850006,163.0,165.350006,165.076172,56697000,-0.0027742114802993267,150.29766643333332,8.767524933122353,2.8500060000000076,1.001658834201704,72038513.33333333
2022-08-08,166.369995,167.809998,164.199997,164.869995,164.596954,60276900,-0.0029029995922710272,151.07133280000002,9.000003962202323,3.610001000000011,1.0016588460075633,71077183.33333333
2022-08-09,164.020004,165.820007,163.25,164.919998,164.646866,63135500,0.00030328744778573835,151.84666593333336,9.161727442672447,2.570007000000004,1.0016588958334622,70841436.66666667
2022-08-10,167.679993,169.339996,166.899994,169.240005,168.959732,70170500,0.026194561316936316,152.90666603333332,9.276311161382166,2.440002000000021,1.0016588153679127,70944340.0
2022-08-11,170.059998,170.990005,168.190002,168.490005,168.210968,57149200,-0.004431576328540077,153.88199966666664,9.326823374252765,2.800003000000004,1.001658851401414,70641233.33333333
2022-08-12,169.820007,172.169998,169.399994,172.100006,171.814987,68039400,0.02142560919266412,155.06133316666669,9.318754032411064,2.770004,1.0016588715860975,69610396.66666667
2022-08-15,171.520004,173.389999,171.350006,173.190002,172.903183,54091700,0.0063335035560661,156.20333346666666,9.372814103456587,2.0399929999999813,1.0016588416420302,69045066.66666667
2022-08-16,172.779999,173.710007,171.660004,173.029999,172.743439,56377100,-0.0009238581797579304,157.2523335,9.438251316710073,2.050003000000004,1.001658876317728,68479176.66666667
2022-08-17,172.770004,176.149994,172.570007,174.550003,174.260925,79542000,0.008784626994074118,158.306667,9.548031039080314,3.5799869999999885,1.0016588802108104,68661766.66666667
2022-08-18,173.75,174.899994,173.119995,174.149994,173.861588,62290100,-0.002291658511171746,159.23333326666665,9.695484128405367,1.7799990000000037,1.0016588252949812,68529646.66666667
2022-08-19,173.029999,173.740005,171.309998,171.520004,171.235947,70346300,-0.015101866727598057,160.04933363333333,9.663973258232714,2.430006999999989,1.0016588631357877,68722930.0
